applicant_id,gender,dept,outcome
1361,male,D,admitted
1362,female,F,rejected
1363,male,A,admitted
1364,female,D,rejected
1365,male,A,admitted
1366,female,F,rejected
1367,male,A,admitted
1368,male,F,rejected
1369,male,F,admitted
1370,male,B,admitted
1371,male,A,admitted
1372,male,A,rejected
1373,male,F,rejected
1374,male,A,rejected
1375,female,D,admitted
1376,female,F,admitted
1377,male,A,rejected
1378,male,F,rejected
1379,male,D,admitted
1380,male,A,admitted
1381,male,A,admitted
1382,male,A,admitted
1383,female,F,rejected
1384,male,A,rejected
1385,male,A,admitted
1386,male,B,rejected
1387,female,F,rejected
1388,male,D,rejected
1389,male,A,admitted
1390,male,A,rejected
1391,male,D,rejected
1392,male,D,admitted
1393,female,D,rejected
1394,male,A,admitted
1395,male,B,rejected
1396,male,B,rejected
1397,female,F,rejected
1398,female,A,admitted
1399,female,D,rejected
1400,male,D,rejected
1401,male,A,rejected
1402,male,A,admitted
1403,male,A,rejected
1404,male,A,rejected
1405,female,F,rejected
1406,male,D,rejected
1407,male,A,admitted
1408,male,D,rejected
1409,male,A,rejected
1410,male,D,rejected
1411,male,B,admitted
1412,male,D,rejected
1413,male,D,admitted
1414,female,D,rejected
1415,male,F,rejected
1416,male,A,rejected
1417,male,F,rejected
1418,male,B,admitted
1419,male,B,rejected
1420,male,A,admitted
1421,female,F,rejected
1422,male,D,admitted
1423,male,B,admitted
1424,male,A,admitted
1425,male,D,rejected
1426,male,D,rejected
1427,male,B,admitted
1428,female,D,rejected
1429,female,F,rejected
1430,male,A,admitted
1431,male,A,admitted
1432,female,D,rejected
1433,male,D,rejected
1434,female,D,admitted
1435,male,A,admitted
1436,male,F,rejected
1437,male,A,rejected
1438,male,B,rejected
1439,male,F,admitted
1440,male,A,admitted
1441,male,D,admitted
1442,female,F,rejected
1443,female,D,admitted
1444,male,B,admitted
1445,female,A,admitted
1446,male,B,rejected
1447,female,D,rejected
1448,male,A,rejected
1449,male,D,rejected
1450,female,D,rejected
1451,male,D,rejected
1452,male,F,rejected
1453,female,F,rejected
1454,male,A,rejected
1455,female,D,rejected
1456,female,A,admitted
1457,female,F,rejected
1458,male,A,admitted
1459,male,A,rejected
1460,female,D,rejected
1461,male,A,admitted
1462,female,D,rejected
1463,male,B,admitted
1464,male,B,rejected
1465,male,D,admitted
1466,male,F,rejected
1467,male,A,admitted
1468,male,A,rejected
1469,male,A,admitted
1470,male,A,admitted
1471,male,F,rejected
1472,male,B,admitted
1473,male,A,rejected
1474,male,A,admitted
1475,male,D,admitted
1476,female,A,rejected
1477,female,D,rejected
1478,male,A,admitted
1479,female,D,rejected
1480,male,D,rejected
1481,male,B,admitted
1482,male,B,rejected
1483,male,A,admitted
1484,male,D,admitted
1485,male,F,rejected
1486,male,F,rejected
1487,male,A,admitted
1488,male,B,admitted
1489,female,F,rejected
1490,male,A,rejected
1491,male,D,admitted
1492,male,B,admitted
1493,male,A,admitted
1494,female,D,rejected
1495,male,A,rejected
1496,female,D,admitted
1497,male,B,rejected
1498,male,B,admitted
1499,female,A,rejected
1500,male,F,rejected
1501,female,F,rejected
1502,male,B,admitted
1503,male,F,rejected
1504,female,D,rejected
1505,male,D,rejected
1506,female,D,rejected
1507,male,F,rejected
1508,male,A,admitted
1509,female,A,admitted
1510,female,F,rejected
1511,male,F,rejected
1512,female,D,rejected
1513,male,A,rejected
1514,female,D,admitted
1515,male,B,admitted
1516,male,F,rejected
1517,male,B,admitted
1518,male,F,rejected
1519,male,A,rejected
1520,female,D,rejected
1521,female,F,rejected
1522,male,A,admitted
1523,male,A,admitted
1524,male,A,rejected
1525,female,D,rejected
1526,male,D,rejected
1527,female,A,admitted
1528,female,D,rejected
1529,male,A,admitted
1530,male,A,admitted
1531,male,A,rejected
1532,female,F,rejected
1533,male,A,admitted
1534,female,A,admitted
1535,male,F,rejected
1536,female,A,admitted
1537,male,B,admitted
1538,male,A,admitted
1539,male,A,admitted
1540,female,B,admitted
1541,male,A,rejected
1542,male,A,admitted
1543,male,A,admitted
1544,male,F,rejected
1545,male,D,admitted
1546,male,D,rejected
1547,male,F,rejected
1548,male,A,admitted
1549,female,D,rejected
1550,male,B,admitted
1551,male,A,admitted
1552,male,A,rejected
1553,male,D,admitted
1554,male,A,admitted
1555,male,D,rejected
1556,female,B,admitted
1557,male,F,rejected
1558,male,B,admitted
1559,male,B,admitted
1560,female,D,admitted
1561,male,F,rejected
1562,male,A,rejected
1563,male,A,admitted
1564,female,D,admitted
1565,female,D,rejected
1566,male,A,rejected
1567,female,A,rejected
1568,male,F,rejected
1569,male,B,admitted
1570,male,F,rejected
1571,male,D,rejected
1572,male,D,rejected
1573,female,D,rejected
1574,male,F,rejected
1575,male,B,admitted
1576,male,A,admitted
1577,male,F,rejected
1578,male,A,rejected
1579,male,A,admitted
1580,female,F,rejected
1581,male,B,admitted
1582,female,F,rejected
1583,male,B,admitted
1584,male,F,rejected
1585,male,A,rejected
1586,male,D,admitted
1587,male,A,rejected
1588,male,D,rejected
1589,female,D,rejected
1590,male,A,admitted
1591,male,F,rejected
1592,male,A,admitted
1593,male,A,rejected
1594,male,F,rejected
1595,male,B,admitted
1596,male,F,rejected
1597,male,B,admitted
1598,male,A,admitted
1599,male,B,admitted
1600,male,A,admitted
1601,female,F,admitted
1602,male,A,rejected
1603,male,B,admitted
1604,male,F,rejected
1605,male,A,admitted
1606,male,D,rejected
1607,male,A,admitted
1608,male,B,admitted
1609,female,A,admitted
1610,male,D,rejected
1611,male,F,rejected
1612,male,A,admitted
1613,male,D,admitted
1614,male,B,rejected
1615,male,A,admitted
1616,male,F,rejected
1617,male,A,admitted
1618,male,A,admitted
1619,male,A,admitted
1620,female,A,admitted
1621,male,B,rejected
1622,male,F,rejected
1623,male,A,rejected
1624,male,A,rejected
1625,male,B,rejected
1626,male,A,rejected
1627,female,A,admitted
1628,female,A,rejected
1629,male,D,rejected
1630,male,A,admitted
1631,male,B,admitted
1632,male,B,admitted
1633,male,A,rejected
1634,female,D,rejected
1635,male,B,admitted
1636,female,A,admitted
1637,female,F,rejected
1638,male,F,rejected
1639,male,A,rejected
1640,male,D,admitted
1641,male,A,rejected
1642,male,A,admitted
1643,female,B,admitted
1644,male,A,admitted
1645,male,A,admitted
1646,male,A,admitted
1647,male,B,admitted
1648,male,D,rejected
1649,male,D,admitted
1650,female,D,rejected
1651,male,A,rejected
1652,male,A,rejected
1653,male,D,admitted
1654,female,F,admitted
1655,male,F,rejected
1656,female,F,rejected
1657,male,A,rejected
1658,male,F,rejected
1659,male,D,rejected
1660,male,A,rejected
1661,male,D,rejected
1662,male,B,admitted
1663,male,B,rejected
1664,female,D,admitted
1665,male,A,rejected
1666,male,D,rejected
1667,male,A,rejected
1668,male,B,rejected
1669,male,F,rejected
1670,male,A,rejected
1671,male,F,rejected
1672,male,B,admitted
1673,male,A,admitted
1674,male,A,admitted
1675,male,D,rejected
1676,male,A,rejected
1677,female,D,admitted
1678,male,A,admitted
1679,female,D,rejected
1680,male,F,rejected
1681,male,A,admitted
1682,male,D,rejected
1683,female,D,rejected
1684,female,D,admitted
1685,female,F,rejected
1686,male,D,rejected
1687,male,F,rejected
1688,male,B,rejected
1689,female,D,rejected
1690,male,A,rejected
1691,male,B,rejected
1692,male,F,rejected
1693,female,D,rejected
1694,male,B,admitted
1695,male,D,rejected
1696,male,D,rejected
1697,male,D,rejected
1698,male,B,admitted
1699,male,F,rejected
1700,male,F,rejected
1701,female,A,admitted
1702,male,F,rejected
1703,male,A,admitted
1704,male,B,admitted
1705,female,F,rejected
1706,male,A,rejected
1707,male,D,rejected
1708,male,B,admitted
1709,male,A,admitted
1710,male,B,admitted
1711,male,F,rejected
1712,female,F,rejected
1713,male,A,admitted
1714,male,A,admitted
1715,female,F,rejected
1716,female,F,rejected
1717,male,A,rejected
1718,male,F,rejected
1719,male,A,rejected
1720,female,D,admitted
1721,female,D,admitted
1722,female,F,rejected
1723,male,D,rejected
1724,male,F,rejected
1725,male,A,rejected
1726,male,F,rejected
1727,male,B,rejected
1728,male,D,rejected
1729,female,F,rejected
1730,male,B,rejected
1731,male,F,rejected
1732,male,A,admitted
1733,male,A,rejected
1734,female,D,admitted
1735,male,A,admitted
1736,male,A,admitted
1737,male,B,admitted
1738,male,A,admitted
1739,male,B,admitted
1740,male,A,admitted
1741,male,D,rejected
1742,male,B,admitted
1743,male,B,rejected
1744,male,A,rejected
1745,male,A,admitted
1746,male,A,rejected
1747,female,F,rejected
1748,male,A,admitted
1749,female,D,rejected
1750,male,A,rejected
1751,male,A,admitted
1752,male,B,rejected
1753,male,A,rejected
1754,female,A,admitted
1755,male,A,admitted
1756,male,A,admitted
1757,female,D,rejected
1758,male,A,admitted
1759,female,A,admitted
1760,male,A,rejected
1761,male,F,rejected
1762,female,D,admitted
1763,male,B,admitted
1764,male,F,rejected
1765,male,A,admitted
1766,male,A,admitted
1767,male,A,admitted
1768,male,A,admitted
1769,male,B,rejected
1770,male,F,rejected
1771,female,F,rejected
1772,male,B,admitted
1773,female,D,admitted
1774,male,D,admitted
1775,male,F,rejected
1776,male,F,rejected
1777,female,D,rejected
1778,male,A,admitted
1779,male,D,rejected
1780,male,B,rejected
1781,male,A,admitted
1782,male,A,rejected
1783,male,A,admitted
1784,male,A,rejected
1785,female,F,rejected
1786,male,B,admitted
1787,male,F,rejected
1788,male,B,admitted
1789,male,F,rejected
1790,female,F,rejected
1791,male,A,admitted
1792,male,B,admitted
1793,female,F,rejected
1794,female,D,admitted
1795,male,F,rejected
1796,male,D,rejected
1797,male,B,admitted
1798,male,B,admitted
1799,male,D,admitted
1800,male,A,admitted
1801,female,F,rejected
1802,male,A,admitted
1803,male,A,admitted
1804,male,B,rejected
1805,male,D,rejected
1806,female,D,rejected
1807,male,A,admitted
1808,male,B,rejected
1809,female,F,rejected
1810,male,F,rejected
1811,male,A,rejected
1812,male,A,rejected
1813,male,D,rejected
1814,male,D,rejected
1815,male,B,admitted
1816,male,F,rejected
1817,male,A,admitted
1818,male,D,admitted
1819,female,D,admitted
1820,female,F,rejected
1821,male,A,admitted
1822,male,B,admitted
1823,female,F,rejected
1824,male,A,rejected
1825,male,B,admitted
1826,male,B,rejected
1827,male,D,admitted
1828,male,A,admitted
1829,male,A,rejected
1830,male,D,rejected
1831,male,A,rejected
1832,male,A,admitted
1833,male,A,admitted
1834,male,A,rejected
1835,male,F,rejected
1836,female,F,rejected
1837,male,F,rejected
1838,female,D,admitted
1839,male,D,rejected
1840,male,B,rejected
1841,male,B,admitted
1842,male,A,rejected
1843,male,A,admitted
1844,female,D,rejected
1845,male,B,rejected
1846,male,F,rejected
1847,female,D,rejected
1848,male,F,rejected
1849,female,D,admitted
1850,male,A,rejected
1851,male,B,rejected
1852,male,D,rejected
1853,male,F,rejected
1854,male,F,rejected
1855,male,A,rejected
1856,male,D,rejected
1857,male,B,admitted
1858,male,D,admitted
1859,male,B,admitted
1860,male,B,rejected
1861,female,D,admitted
1862,male,F,rejected
1863,female,D,admitted
1864,female,D,rejected
1865,male,A,rejected
1866,female,D,rejected
1867,male,F,rejected
1868,male,D,rejected
1869,female,F,rejected
1870,male,F,rejected
1871,female,D,rejected
1872,male,A,admitted
1873,female,F,admitted
1874,male,A,admitted
1875,male,D,admitted
1876,female,F,rejected
1877,male,D,rejected
1878,female,F,rejected
1879,female,F,rejected
1880,male,A,rejected
1881,female,F,rejected
1882,male,F,rejected
1883,male,F,rejected
1884,male,A,rejected
1885,male,A,admitted
1886,male,B,rejected
1887,male,B,rejected
1888,male,A,admitted
1889,male,A,rejected
1890,male,B,rejected
1891,female,A,admitted
1892,female,D,rejected
1893,male,A,rejected
1894,male,B,rejected
1895,female,D,rejected
1896,male,F,rejected
1897,female,D,rejected
1898,male,A,admitted
1899,male,A,admitted
1900,male,A,admitted
1901,male,D,admitted
1902,male,B,admitted
1903,male,A,admitted
1904,male,A,admitted
1905,female,D,admitted
1906,female,F,rejected
1907,male,A,rejected
1908,female,D,admitted
1909,male,A,rejected
1910,female,F,rejected
1911,male,B,admitted
1912,male,A,rejected
1913,male,F,rejected
1914,male,F,rejected
1915,female,F,rejected
1916,male,A,admitted
1917,male,B,admitted
1918,male,A,admitted
1919,female,D,admitted
1920,male,A,rejected
1921,male,A,admitted
1922,male,A,admitted
1923,male,F,rejected
1924,male,A,admitted
1925,male,F,rejected
1926,female,F,rejected
1927,female,A,admitted
1928,male,A,admitted
1929,female,D,admitted
1930,male,A,admitted
1931,female,A,admitted
1932,male,B,rejected
1933,male,F,rejected
1934,male,B,rejected
1935,female,D,admitted
1936,male,F,rejected
1937,male,D,admitted
1938,male,F,rejected
1939,male,B,admitted
1940,female,F,admitted
1941,female,D,rejected
1942,male,A,admitted
1943,male,B,admitted
1944,male,B,rejected
1945,male,F,rejected
1946,male,D,rejected
1947,female,A,admitted
1948,male,B,admitted
1949,male,B,admitted
1950,male,D,rejected
1951,female,D,rejected
1952,male,B,admitted
1953,female,F,rejected
1954,male,F,rejected
1955,male,F,rejected
1956,male,B,rejected
1957,female,F,admitted
1958,male,F,rejected
1959,male,F,rejected
1960,male,A,rejected
1961,male,A,rejected
1962,male,D,rejected
1963,male,B,admitted
1964,male,F,rejected
1965,male,F,rejected
1966,male,D,rejected
1967,male,F,rejected
1968,male,A,admitted
1969,male,B,admitted
1970,female,F,rejected
1971,female,D,admitted
1972,female,F,rejected
1973,male,A,admitted
1974,female,D,admitted
1975,male,D,rejected
1976,male,B,admitted
1977,male,F,rejected
1978,male,D,rejected
1979,female,F,rejected
1980,male,A,admitted
1981,male,A,rejected
1982,female,D,admitted
1983,male,D,admitted
1984,male,D,rejected
1985,male,A,rejected
1986,male,D,rejected
1987,male,D,rejected
1988,male,D,admitted
1989,male,F,rejected
1990,male,B,admitted
1991,male,A,rejected
1992,female,F,rejected
1993,male,A,admitted
1994,female,F,rejected
1995,male,A,rejected
1996,female,D,rejected
1997,female,D,rejected
1998,male,F,rejected
1999,male,F,admitted
2000,male,A,admitted
2001,female,F,rejected
2002,male,F,rejected
2003,female,A,admitted
2004,male,D,rejected
2005,female,D,admitted
2006,male,A,admitted
2007,female,D,admitted
2008,male,A,rejected
2009,male,A,admitted
2010,male,D,rejected
2011,male,A,admitted
2012,male,B,rejected
2013,male,A,admitted
2014,male,B,rejected
2015,male,B,admitted
2016,male,A,admitted
2017,male,B,admitted
2018,male,D,admitted
2019,male,A,admitted
2020,male,A,rejected
2021,male,D,rejected
2022,female,D,admitted
2023,male,A,admitted
2024,male,D,rejected
2025,female,D,rejected
2026,male,F,rejected
2027,male,D,admitted
2028,male,A,admitted
2029,female,A,rejected
2030,female,F,rejected
2031,male,A,rejected
2032,male,A,rejected
2033,male,B,admitted
2034,male,B,admitted
2035,male,A,admitted
2036,male,A,admitted
2037,male,B,rejected
2038,male,A,admitted
2039,female,B,rejected
2040,male,B,admitted
2041,female,F,rejected
2042,male,A,rejected
2043,female,F,admitted
2044,male,A,rejected
2045,male,B,admitted
2046,male,B,admitted
2047,female,D,admitted
2048,male,B,admitted
2049,female,F,rejected
2050,male,F,rejected
2051,male,B,rejected
2052,male,A,admitted
2053,male,A,rejected
2054,female,D,rejected
2055,male,A,admitted
2056,female,F,rejected
2057,female,B,admitted
2058,male,F,rejected
2059,male,B,admitted
2060,male,B,admitted
2061,male,D,admitted
2062,male,B,rejected
2063,male,B,rejected
2064,female,D,rejected
2065,male,D,admitted
2066,male,A,rejected
2067,male,D,admitted
2068,female,F,rejected
2069,male,F,admitted
2070,male,F,rejected
2071,male,A,admitted
2072,male,A,admitted
2073,male,A,rejected
2074,female,F,rejected
2075,male,A,admitted
2076,female,D,admitted
2077,male,A,admitted
2078,female,D,admitted
2079,male,D,rejected
2080,male,B,admitted
2081,male,F,rejected
2082,male,B,admitted
2083,male,F,rejected
2084,male,D,rejected
2085,male,A,admitted
2086,male,F,rejected
2087,male,F,rejected
2088,male,F,rejected
2089,female,F,rejected
2090,male,F,rejected
2091,male,A,admitted
2092,male,D,rejected
2093,female,F,rejected
2094,male,B,rejected
2095,female,F,rejected
2096,female,D,rejected
2097,male,A,rejected
2098,male,D,rejected
2099,male,B,admitted
2100,male,D,rejected
2101,female,D,rejected
2102,male,D,rejected
2103,female,D,rejected
2104,male,A,admitted
2105,female,F,rejected
2106,male,B,rejected
2107,male,A,admitted
2108,female,D,admitted
2109,male,A,admitted
2110,male,A,admitted
2111,female,F,rejected
2112,male,A,admitted
2113,male,A,rejected
2114,female,D,rejected
2115,male,B,admitted
2116,female,D,rejected
2117,male,A,admitted
2118,male,D,rejected
2119,male,F,admitted
2120,male,A,admitted
2121,male,F,rejected
2122,male,A,admitted
2123,male,B,admitted
2124,male,F,rejected
2125,female,D,rejected
2126,female,F,admitted
2127,male,A,admitted
2128,male,D,admitted
2129,male,D,admitted
2130,male,B,admitted
2131,female,D,admitted
2132,male,A,admitted
2133,female,D,rejected
2134,female,F,rejected
2135,female,A,admitted
2136,male,B,admitted
2137,female,A,admitted
2138,male,F,rejected
2139,male,A,admitted
2140,male,A,admitted
2141,male,A,rejected
2142,female,F,rejected
2143,male,B,admitted
2144,male,B,admitted
2145,male,A,admitted
2146,male,F,rejected
2147,male,F,rejected
2148,male,F,admitted
2149,male,F,rejected
2150,male,B,admitted
2151,male,D,rejected
2152,male,F,admitted
2153,female,F,rejected
2154,male,F,rejected
2155,male,F,rejected
2156,female,D,rejected
2157,male,A,admitted
2158,male,A,admitted
2159,male,A,admitted
2160,male,B,admitted
2161,male,A,rejected
2162,male,B,rejected
2163,male,A,admitted
2164,male,D,admitted
2165,female,D,rejected
2166,male,B,rejected
2167,male,A,admitted
2168,male,F,rejected
2169,male,A,rejected
2170,male,D,rejected
2171,male,D,rejected
2172,female,D,rejected
2173,male,B,admitted
2174,female,F,rejected
2175,male,F,rejected
2176,male,A,rejected
2177,male,F,rejected
2178,male,B,admitted
2179,male,B,admitted
2180,male,A,rejected
2181,female,F,rejected
2182,male,A,rejected
2183,male,A,admitted
2184,male,A,rejected
2185,male,A,admitted
2186,male,A,admitted
2187,male,F,rejected
2188,male,B,admitted
2189,female,F,rejected
2190,male,A,rejected
2191,male,D,admitted
2192,male,F,rejected
2193,female,D,admitted
2194,male,F,rejected
2195,male,A,admitted
2196,male,B,rejected
2197,male,A,admitted
2198,male,A,admitted
2199,male,B,admitted
2200,female,F,rejected
2201,male,B,admitted
2202,female,F,rejected
2203,male,B,rejected
2204,male,B,admitted
2205,male,D,admitted
2206,male,A,admitted
2207,male,D,rejected
2208,male,B,admitted
2209,male,A,admitted
2210,male,D,rejected
2211,male,B,rejected
2212,male,F,rejected
2213,female,F,rejected
2214,female,F,rejected
2215,male,F,rejected
2216,male,A,admitted
2217,female,B,admitted
2218,male,D,admitted
2219,male,B,admitted
2220,female,F,rejected
2221,female,A,admitted
2222,female,A,admitted
2223,male,B,admitted
2224,male,D,rejected
2225,male,A,rejected
2226,male,B,admitted
2227,male,B,admitted
2228,male,D,admitted
2229,male,D,admitted
2230,male,B,admitted
2231,male,D,admitted
2232,male,A,admitted
2233,female,F,rejected
2234,female,F,rejected
2235,female,F,rejected
2236,male,D,rejected
2237,female,D,rejected
2238,male,A,rejected
2239,male,D,admitted
2240,female,F,rejected
2241,female,B,admitted
2242,female,F,rejected
2243,male,F,rejected
2244,male,D,rejected
2245,female,D,rejected
2246,male,D,rejected
2247,male,B,admitted
2248,male,D,rejected
2249,female,F,rejected
2250,female,A,admitted
2251,male,F,rejected
2252,female,A,admitted
2253,male,A,rejected
2254,male,A,admitted
2255,male,A,admitted
2256,female,D,rejected
2257,male,A,admitted
2258,male,D,rejected
2259,male,A,admitted
2260,female,D,rejected
2261,female,F,rejected
2262,male,D,admitted
2263,female,F,admitted
2264,male,A,admitted
2265,female,D,rejected
2266,male,A,admitted
2267,female,F,rejected
2268,male,F,rejected
2269,male,F,rejected
2270,male,D,admitted
2271,male,F,rejected
2272,male,B,admitted
2273,female,F,rejected
2274,male,A,admitted
2275,male,D,admitted
2276,male,A,admitted
2277,female,D,rejected
2278,male,F,rejected
2279,male,B,admitted
2280,female,F,rejected
2281,male,B,rejected
2282,male,D,rejected
2283,male,B,admitted
2284,male,F,rejected
2285,male,B,admitted
2286,female,D,rejected
2287,male,A,admitted
2288,male,F,rejected
2289,male,B,admitted
2290,male,B,admitted
2291,male,B,rejected
2292,male,B,admitted
2293,female,D,rejected
2294,male,B,rejected
2295,male,D,rejected
2296,male,B,rejected
2297,female,D,admitted
2298,female,A,admitted
2299,male,A,admitted
2300,male,B,rejected
2301,female,A,admitted
2302,female,D,admitted
2303,male,A,admitted
2304,male,B,rejected
2305,female,F,rejected
2306,male,F,rejected
2307,male,D,admitted
2308,female,D,rejected
2309,male,D,rejected
2310,male,B,rejected
2311,male,A,admitted
2312,female,D,rejected
2313,male,D,rejected
2314,female,F,rejected
2315,male,D,admitted
2316,male,B,admitted
2317,male,D,rejected
2318,male,B,admitted
2319,male,A,admitted
2320,male,B,admitted
2321,female,F,rejected
2322,female,D,rejected
2323,male,F,rejected
2324,female,D,admitted
2325,male,A,rejected
2326,male,A,admitted
2327,female,D,rejected
2328,male,B,rejected
2329,male,B,admitted
2330,male,B,admitted
2331,male,F,rejected
2332,male,A,admitted
2333,male,D,admitted
2334,male,A,admitted
2335,female,D,rejected
2336,female,F,rejected
2337,female,F,rejected
2338,male,A,admitted
2339,female,A,rejected
2340,male,B,admitted
2341,female,D,rejected
2342,female,F,rejected
2343,female,D,admitted
2344,female,F,rejected
2345,male,A,rejected
2346,male,A,admitted
2347,male,A,admitted
2348,male,D,rejected
2349,male,B,admitted
2350,male,A,admitted
2351,male,B,rejected
2352,male,A,rejected
2353,male,D,rejected
2354,male,A,rejected
2355,male,A,admitted
2356,female,D,rejected
2357,female,A,admitted
2358,male,B,admitted
2359,male,F,rejected
2360,male,D,admitted
2361,female,F,rejected
2362,female,D,admitted
2363,male,B,admitted
2364,male,B,admitted
2365,female,A,admitted
2366,male,D,rejected
2367,female,F,rejected
2368,female,D,rejected
2369,male,B,admitted
2370,female,D,rejected
2371,male,B,rejected
2372,female,F,rejected
2373,male,A,rejected
2374,female,F,rejected
2375,female,D,admitted
2376,male,D,rejected
2377,female,F,rejected
2378,male,D,admitted
2379,male,B,admitted
2380,male,B,rejected
2381,female,F,rejected
2382,male,F,rejected
2383,male,B,admitted
2384,male,D,rejected
2385,female,F,rejected
2386,male,F,rejected
2387,male,A,admitted
2388,female,F,rejected
2389,male,F,admitted
2390,female,A,admitted
2391,male,A,admitted
2392,male,B,rejected
2393,male,B,admitted
2394,male,A,admitted
2395,male,A,rejected
2396,male,B,admitted
2397,male,D,rejected
2398,male,A,admitted
2399,female,D,admitted
2400,female,D,admitted
2401,female,F,rejected
2402,female,F,admitted
2403,male,A,admitted
2404,male,A,rejected
2405,female,D,rejected
2406,male,D,admitted
2407,female,F,rejected
2408,male,D,admitted
2409,female,F,admitted
2410,female,F,rejected
2411,male,F,rejected
2412,male,A,admitted
2413,female,D,admitted
2414,female,F,rejected
2415,male,B,rejected
2416,male,D,rejected
2417,male,B,rejected
2418,male,A,admitted
2419,male,B,rejected
2420,male,D,admitted
2421,male,D,rejected
2422,male,A,admitted
2423,male,A,rejected
2424,male,F,rejected
2425,male,A,rejected
2426,female,F,rejected
2427,male,D,rejected
2428,male,A,admitted
2429,male,D,rejected
2430,male,A,admitted
2431,male,A,admitted
2432,male,F,rejected
2433,female,D,rejected
2434,female,A,admitted
2435,female,D,rejected
2436,male,B,admitted
2437,male,D,rejected
2438,male,B,rejected
2439,male,A,rejected
2440,female,F,rejected
2441,male,F,rejected
2442,female,D,rejected
2443,male,F,rejected
2444,male,D,rejected
2445,male,A,admitted
2446,male,D,admitted
2447,male,A,rejected
2448,female,D,rejected
2449,male,D,admitted
2450,female,F,rejected
2451,male,B,admitted
2452,male,D,rejected
2453,male,A,admitted
2454,male,A,rejected
2455,male,A,rejected
2456,male,D,rejected
2457,male,A,admitted
2458,female,F,rejected
2459,male,D,rejected
2460,male,D,rejected
2461,male,B,rejected
2462,female,F,rejected
2463,male,F,rejected
2464,female,F,rejected
2465,female,F,rejected
2466,female,F,rejected
2467,female,D,admitted
2468,female,A,admitted
2469,male,B,rejected
2470,female,A,admitted
2471,female,D,admitted
2472,female,F,rejected
2473,male,F,admitted
2474,female,D,rejected
2475,female,D,rejected
2476,male,A,rejected
2477,female,F,rejected
2478,male,A,admitted
2479,male,B,admitted
2480,female,D,admitted
2481,female,F,rejected
2482,male,F,rejected
2483,male,B,rejected
2484,female,D,rejected
2485,female,D,rejected
2486,male,D,admitted
2487,male,A,admitted
2488,female,F,rejected
2489,male,D,admitted
2490,male,B,admitted
2491,female,D,admitted
2492,male,B,admitted
2493,male,A,rejected
2494,male,B,admitted
2495,male,A,admitted
2496,male,F,rejected
2497,male,B,admitted
2498,male,D,rejected
2499,male,F,rejected
2500,male,D,rejected
2501,male,A,admitted
2502,male,F,admitted
2503,male,D,admitted
2504,male,F,rejected
2505,male,B,rejected
2506,male,B,admitted
2507,male,B,admitted
2508,male,D,rejected
2509,female,F,rejected
2510,male,D,rejected
2511,female,F,rejected
2512,female,F,rejected
2513,female,F,rejected
2514,male,A,rejected
2515,male,F,rejected
2516,male,A,admitted
2517,male,A,admitted
2518,male,D,rejected
2519,male,B,admitted
2520,male,B,admitted
2521,female,F,rejected
2522,female,A,admitted
2523,male,B,admitted
2524,male,A,admitted
2525,female,A,admitted
2526,male,A,rejected
2527,male,A,admitted
2528,male,F,rejected
2529,male,B,admitted
2530,female,A,admitted
2531,male,F,rejected
2532,female,F,admitted
2533,male,D,admitted
2534,male,A,admitted
2535,male,D,rejected
2536,male,D,rejected
2537,female,A,admitted
2538,male,A,admitted
2539,male,B,rejected
2540,male,A,admitted
2541,male,D,admitted
2542,male,B,rejected
2543,male,A,admitted
2544,male,B,admitted
2545,male,B,rejected
2546,female,D,admitted
2547,male,F,rejected
2548,male,B,rejected
2549,male,D,admitted
2550,female,D,rejected
2551,male,B,rejected
2552,male,F,rejected
2553,female,F,rejected
2554,male,D,rejected
2555,female,D,rejected
2556,male,F,rejected
2557,female,D,rejected
2558,male,A,rejected
2559,male,B,admitted
2560,female,D,rejected
2561,female,D,admitted
2562,male,A,rejected
2563,male,B,rejected
2564,female,D,admitted
2565,female,D,admitted
2566,male,A,admitted
2567,male,A,rejected
2568,male,A,admitted
2569,female,A,admitted
2570,male,A,admitted
2571,male,B,admitted
2572,female,F,rejected
2573,male,A,admitted
2574,male,F,rejected
2575,male,B,rejected
2576,male,A,rejected
2577,male,B,rejected
2578,female,F,rejected
2579,male,A,admitted
2580,female,B,rejected
2581,male,B,rejected
2582,male,F,rejected
2583,male,B,admitted
2584,male,B,rejected
2585,male,A,admitted
2586,female,D,rejected
2587,male,F,rejected
2588,male,B,admitted
2589,male,F,rejected
2590,female,F,rejected
2591,male,D,rejected
2592,male,A,admitted
2593,female,F,rejected
2594,female,D,rejected
2595,female,D,rejected
2596,male,F,rejected
2597,male,D,rejected
2598,female,D,rejected
2599,male,A,admitted
2600,male,A,rejected
2601,male,D,rejected
2602,male,B,admitted
2603,male,B,rejected
2604,male,D,rejected
2605,female,D,admitted
2606,male,B,rejected
2607,female,F,rejected
2608,female,F,rejected
2609,female,A,rejected
2610,male,D,rejected
2611,male,F,rejected
2612,male,A,admitted
2613,male,F,rejected
2614,female,F,rejected
2615,male,A,rejected
2616,male,B,rejected
2617,male,A,admitted
2618,male,B,rejected
2619,male,A,rejected
2620,male,A,rejected
2621,male,F,admitted
2622,male,D,rejected
2623,male,A,rejected
2624,male,A,rejected
2625,male,A,rejected
2626,female,F,rejected
2627,female,D,admitted
2628,male,A,rejected
2629,male,D,rejected
2630,male,B,rejected
2631,male,A,rejected
